#,ID,Continent,Continent_detail,Country,Full year ,Date mean in BP,Lat.,Long.,As_Ru_3K_0.9K_BCE,As_Ru_5.8K_3.6K_BCE,As_Ru_37.4K_3K_BCE,As_Ru_E_0.1K_1.4K_CE,C_Af_6K_1K_BCE,C_NW_As_2.2K_1.6K_BCE,C_N_As_BCE,C_N_As_CE,E_Af_2.5KBCE_1.6KCE,E_As_6KBCE_0.25KCE,E_C_Eu_6K_2K_BCE,E_Eu_9K_3K_BCE,E_Eu_CE,E_Eu_Po_3K_2.3K_BCE,M_Am_0.6K_1.7K_CE,M_Am_Cuba_1.4KBCE_1.3KCE,NN_Am_1K_2.0K_CE,N_Am_11.5KBCE_1.2KCE,N_Eu_0.7K_1.7K_CE,Oceania_1KBCE_2KCE,SE_As_6KBCE_0.8KCE,SN_Am_3.5KBCE_1.5KCE,SW_As_8K_1.1K_BCE,SW_C_As_9K_0.8K_BCE,S_Am_CE,S_Eu_5.4K_1K_BCE,S_Eu_16K_5K_BCE,S_Eu_CE,S_M_Am_10K_1.5K_BCE,W_Eu_5.5K_2.5K_BCE,W_Eu_30K_5K_BCE,W_Eu_38K_BCE,W_Eu_CE,W_Eu_GB_4K_2.5K_BCE
4012,I7414,Asia,Central Asia,Uzbekistan,"2031-1900 calBCE (3615¡À20 BP, PSUAMS-3106)",3925,37.41666667,66.83333333,0.0004,0.0111,0.002,0.0021,0.0012,0.0027,0.0142,0.0077,0.0056,0,0.0024,0,0,0.0024,0,0,0,0.0043,0.0059,0.0002,0.0082,0,0.103,0.7673,0,0.0078,0.0005,0.0241,0.0024,0,0,0,0.0236,0
4013,I7416,Asia,Central Asia,Uzbekistan,"1949-1774 calBCE (3545¡À20 BP, PSUAMS-3117)",3824,37.41666667,66.83333333,0.0032,0.0018,0.0044,0,0.0006,0.0047,0.0181,0.0058,0.0036,0,0,0.0057,0.0039,0,0,0,0,0.0085,0,0,0.0024,0.0024,0.151,0.724,0,0,0.0088,0.0461,0,0,0.0034,0,0,0
4014,I7419,Asia,Central Asia,Uzbekistan,"1881-1700 calBCE (3475¡À20 BP, PSUAMS-3229)",3754,37.41666667,66.83333333,0.0024,0,0.0033,0,0.001,0.0194,0.0273,0,0.001,0,0,0,0.0136,0.0036,0,0.0033,0,0.007,0.0036,0.0012,0.0056,0.0013,0.1284,0.7389,0,0,0,0.0346,0,0,0,0,0.0038,0
4015,I7420,Asia,Central Asia,Uzbekistan,2000-1600 BCE,3750,37.41666667,66.83333333,0.0007,0.0025,0,0.0046,0.0001,0.0193,0.0104,0.0073,0.0022,0,0,0,0.0008,0.0072,0,0,0,0.0032,0.0015,0.0005,0.0003,0,0.1736,0.7165,0.0113,0,0,0.014,0,0,0.0021,0,0.018,0.0033
4016,I7421,Asia,Central Asia,Uzbekistan,"1935-1751 calBCE (3525¡À25 BP, PSUAMS-3120)",3790,37.41666667,66.83333333,0,0,0,0,0.0022,0.0237,0.0104,0.0036,0.0022,0,0,0,0,0,0,0,0,0,0.0053,0.0005,0,0,0.1845,0.689,0,0,0,0.039,0,0,0,0.0003,0.0391,0
4017,I7492,Asia,Central Asia,Uzbekistan,"2010-1779 calBCE (3560¡À20 BP, PSUAMS-3121)",3853,37.41666667,66.83333333,0,0.0028,0.0055,0.0064,0.0006,0.0299,0,0.0118,0.0019,0,0,0,0.0032,0.0041,0,0,0,0.0108,0,0,0.0012,0,0.1412,0.7354,0,0,0,0.0313,0,0,0,0.0003,0.0133,0
4018,I7493,Asia,Central Asia,Uzbekistan,2000-1600 BCE,3750,37.41666667,66.83333333,0,0.0077,0,0.0086,0.0026,0.0243,0.1407,0,0.0037,0,0.0202,0,0.0059,0.0016,0,0,0,0,0.0656,0.0042,0.0112,0,0.2678,0.4076,0,0,0,0.0091,0,0,0,0.0005,0.0181,0.0006
4019,I7494,Asia,Central Asia,Uzbekistan,"2016-1830 calBCE (3575¡À20 BP, PSUAMS-3230)",3875,37.41666667,66.83333333,0,0.0058,0.0019,0,0.0015,0.0103,0,0.0029,0.0011,0,0.0075,0,0.0079,0.0016,0,0,0,0,0,0.002,0.0032,0,0.3517,0.5885,0,0,0,0.009,0,0,0,0.0003,0.0028,0
4020,I7495,Asia,Central Asia,Uzbekistan,"2010-1779 calBCE (3560¡À20 BP, PSUAMS-3122)",3853,37.41666667,66.83333333,0.0047,0.0044,0,0.0027,0.0017,0.0162,0.0031,0,0.0025,0,0,0,0.0051,0.0007,0,0,0,0.0017,0,0.0003,0,0.0055,0.2266,0.6931,0,0.0006,0,0.0204,0,0,0.0021,0.0006,0.0067,0
4021,I7542,Asia,Central Asia,Uzbekistan,"1886-1747 calBCE (3495¡À20 BP, PSUAMS-3231)",3766,37.41666667,66.83333333,0.0023,0.003,0.0022,0,0.0011,0.0249,0.0082,0,0.0017,0,0,0,0,0,0,0,0,0.0074,0.0027,0,0,0.0024,0.221,0.7185,0,0,0.0012,0.0026,0,0,0,0,0,0
4022,I3023,Europe,West Europe,Great Britain,3750-2950 BCE,5300,52.034891,-3.193573,0,0,0,0,0,0,0.0128,0,0,0,0.0306,0.0318,0.0094,0.0087,0,0,0,0,0.0471,0,0,0,0,0.0241,0,0.206,0.0415,0.1429,0,0.2735,0.0515,0,0,0.1198
4024,I6695,Europe,West Europe,Czech Republic,2900-2350 BCE,4575,50.548056,13.776111,0,0,0,0,0.0005,0.0606,0.1928,0.017,0.0016,0,0.056,0.0542,0.124,0,0,0,0,0,0.0387,0.0006,0,0,0.0158,0.0454,0.0016,0.0273,0.0352,0.0722,0,0,0,0,0.256,0
4025,I6696,Europe,West Europe,Czech Republic,2900-2350 BCE,4575,50.542896,14.065942,0.0026,0,0,0,0,0.0597,0.223,0,0.0049,0,0.0981,0.0484,0.1007,0.0066,0.0045,0,0.0013,0.0103,0.0118,0,0,0.0015,0.0136,0.0691,0,0.061,0.0401,0.0629,0,0,0,0,0.1754,0.0044
4026,I6713,Asia,North Asia,Russia,3000-2000 BCE,4450,54.35661,90.919186,0,0,0,0,0.0003,0.2158,0.2442,0.0437,0,0,0,0.0066,0.1825,0.0013,0,0,0,0.0037,0.0503,0.0006,0,0,0,0.1465,0,0,0,0.0525,0,0,0,0.0003,0.0514,0
4027,I6715,Asia,North Asia,Russia,3300-2500 BCE,4850,48.832683,83.909744,0,0,0,0,0.0002,0.2596,0.2504,0.0597,0.0032,0,0,0.0065,0.1848,0.0021,0,0,0,0,0.0366,0,0,0,0,0.0942,0,0,0.001,0.0443,0,0,0.0015,0,0.055,0
4028,I6716,Asia,North Asia,Russia,"1731-1542 BCE (3349¡À16 BP) [R_combine: (3370¡À25 BP, PSUAMS-3910); (3335¡À20 BP, PSUAMS-4254)]",3571,55.1924,89.3053,0.0307,0.0004,0,0.0029,0.0004,0.0543,0.7923,0,0.0023,0,0.0075,0,0.0221,0.0036,0,0.0021,0,0.0015,0,0,0.0021,0,0.0262,0.0246,0,0.0054,0,0.0021,0,0,0.007,0.0011,0.005,0.0059
4029,I6717,Asia,North Asia,Russia,"1498-1403 calBCE (3160¡À20 BP, PSUAMS-4447)",3391,55.1924,89.3053,0.0687,0.0448,0,0.0432,0,0.2036,0.4604,0,0,0.1179,0.002,0.0144,0.0193,0,0,0.006,0.0025,0.0017,0,0.0015,0.003,0,0,0.0008,0,0,0.0052,0.0032,0.0013,0,0,0,0,0
4030,I7040,Europe,East Europe,Hungary,2900-1800 BCE,4300,47.429954,19.051966,0,0,0,0,0,0,0.0633,0.0077,0.0047,0,0.4812,0.1216,0.2031,0,0,0,0.0026,0,0,0,0,0,0.011,0.0218,0,0.0111,0,0,0,0.0624,0,0,0,0.0093
4031,I7042,Europe,East Europe,Hungary,"4239-4046 calBCE (5300¡À25 BP, PSUAMS-4035)",6086,47.429954,19.051966,0,0,0.0049,0,0,0,0.0051,0,0.0004,0,0.8332,0.0467,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0.0178,0.0088,0.0277,0,0.0437,0.0059,0,0,0.0029
4032,I7044,Europe,East Europe,Hungary,2900-1800 BCE,4300,47.429954,19.051966,0,0,0,0.0046,0.0004,0.0001,0.0099,0,0.0025,0,0.6394,0.139,0.0924,0,0,0,0,0,0,0.0039,0,0,0.0232,0.0121,0,0.0386,0.0174,0.007,0,0.0092,0,0,0,0
4033,I7045,Europe,East Europe,Hungary,"2440-2201 calBCE (3835¡À20 BP, PSUAMS-4040)",4231,47.429954,19.051966,0,0,0.0034,0.0015,0,0.0063,0.0228,0,0,0,0.6629,0.144,0.0467,0.0009,0,0,0,0,0.033,0.0004,0,0,0.0309,0.0146,0,0,0.003,0,0,0.021,0,0,0.0012,0.0073
4034,I7195,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0,0,0,0,0,0.0399,0.2237,0.01,0.0022,0,0.1045,0.0669,0.145,0,0,0,0,0.0051,0.0899,0,0,0.0009,0,0.0688,0,0.0901,0.0484,0.0921,0,0,0,0,0.0038,0.0079
4035,I7196,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0.0003,0,0,0,0.0005,0.0263,0.1885,0.0021,0.0007,0,0.096,0.0762,0.1255,0.0022,0,0,0,0.0059,0.0929,0,0,0,0.0475,0.0253,0,0.0727,0.0514,0.1055,0,0.0629,0.003,0.0003,0.0043,0.0095
4036,I7197,Europe,West Europe,Czech Republic,"4549-4401 calBCE (5660¡À25 BP, PSUAMS-4344)",6438,50.0504153,14.3667267,0,0,0.0072,0,0.0004,0.0033,0.0171,0,0.0021,0,0.2731,0.0045,0.0177,0,0,0.001,0,0.0013,0,0,0,0.0008,0.0504,0.0087,0,0.0102,0,0.0468,0,0.5533,0,0,0,0
4037,I7198,Europe,West Europe,Czech Republic,"2193-1977 calBCE (3685¡À25 BP, PSUAMS-3885)",4026,50.0504153,14.3667267,0,0.0009,0,0,0.0001,0.0932,0.2353,0.0156,0.0005,0,0.1089,0.0509,0.1975,0.0026,0,0,0.0041,0.0137,0.0658,0.0009,0,0,0.0102,0.0621,0,0.0404,0.0448,0.0377,0,0,0.0098,0,0.0047,0
4038,I7199,Europe,West Europe,Czech Republic,"2197-1983 calBCE (3700¡À25 BP, PSUAMS-3886)",4039,50.0504153,14.3667267,0,0,0,0,0,0.0621,0.2384,0.017,0.0015,0,0.0862,0.1095,0.1842,0,0,0,0,0,0.0772,0,0,0.0011,0.0091,0.059,0,0.0371,0.036,0.0708,0.0081,0,0,0.001,0.0015,0
4039,I7200,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0,0,0.0002,0,0.0007,0.0743,0.2247,0.0227,0,0,0.1159,0.0805,0.1441,0,0,0,0,0.0048,0.0707,0.0009,0,0,0.0457,0.0655,0,0.0591,0.0425,0.0384,0,0,0.0039,0.0009,0,0.004
4040,I7201,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0,0.0019,0,0.0017,0.0004,0.0657,0.1781,0.0077,0.0026,0,0.1274,0.0819,0.1478,0.001,0.0015,0,0,0.0032,0.105,0,0,0,0.0411,0.0574,0.0019,0.0574,0.0587,0.0465,0,0,0,0.0003,0,0.0104
4041,I7202,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0,0.0007,0,0,0,0.0531,0.2552,0,0.0043,0,0.1226,0.0652,0.1358,0.0094,0,0,0,0.0087,0.0619,0,0,0,0.017,0.0814,0,0.0484,0.0586,0.0694,0,0,0.003,0.0005,0,0.0036
4042,I7203,Europe,West Europe,Czech Republic,2800-1800 BCE,4250,50.0504153,14.3667267,0.0096,0,0,0,0.0027,0.0511,0.2198,0.0372,0,0,0.2026,0.063,0.1213,0.0164,0,0,0,0,0,0.0028,0,0,0.0126,0.0382,0,0.0218,0.0604,0,0,0.0889,0,0,0.022,0.0293
4043,I7205,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.410265,14.074597,0.0004,0,0,0,0.0017,0.0782,0.2272,0.0038,0.0033,0,0.0797,0.0732,0.1703,0,0,0,0,0.0124,0.0772,0,0.0015,0,0.022,0.0632,0,0.0806,0.0544,0.0506,0,0,0,0.0003,0,0
4044,I7211,Europe,West Europe,Czech Republic,"2296-2143 calBCE (3800¡À20 BP, PSUAMS-4345)",4183,50.410265,14.074597,0,0,0,0,0.0003,0.0308,0.1756,0.0285,0.0022,0,0.0919,0.087,0.1128,0.005,0,0.0028,0,0.0016,0.0494,0,0,0,0.0164,0.0596,0,0.1265,0.0501,0.0784,0,0.0481,0,0,0.0041,0.0288
4045,I7213,Europe,West Europe,Czech Republic,"2440-2201 calBCE (3835¡À20 BP, PSUAMS-4347)",4231,50.410265,14.074597,0,0.001,0,0,0.0007,0.0373,0.1873,0.0098,0.0016,0,0.1112,0.076,0.1193,0,0,0,0.0016,0,0.0813,0,0,0,0.0211,0.0401,0,0.0784,0.0405,0.0702,0,0.0814,0.0278,0,0.0059,0.0072
4046,I7249,Europe,West Europe,Czech Republic,"2138-1973 calBCE (3670¡À20 BP, PSUAMS-4499)",4011,50.19,14.158,0,0,0,0,0.0003,0.0453,0.2118,0.026,0.0018,0,0.1424,0.083,0.1259,0,0,0,0,0.0057,0.0711,0,0.0007,0,0.0147,0.0498,0,0.0821,0.0457,0.0679,0,0.0065,0.0004,0,0,0.0189
4047,I7251,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0.0009,0,0,0,0.0003,0.0693,0.2273,0.007,0,0,0.112,0.0426,0.123,0.0057,0,0,0,0,0.0565,0,0,0,0.0165,0.0495,0,0.0754,0.0831,0.107,0,0,0.0116,0.0003,0.0071,0.0042
4048,I7250,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0,0.012,0,0,0.0476,0.1825,0,0.0029,0,0.1122,0.0697,0.1468,0,0,0,0.002,0,0.03,0,0,0,0.1232,0.0707,0,0.007,0.036,0.105,0,0.0512,0,0,0,0
4049,I7269,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0,0,0,0,0.0318,0.1852,0.0086,0.0027,0,0.1348,0.0719,0.1508,0.0061,0,0,0,0.0133,0.0882,0,0,0,0.0417,0.0266,0,0.0586,0.0395,0.139,0,0,0,0.001,0,0
4050,I7272,Europe,West Europe,Czech Republic,"3624-3376 calBCE (4715¡À20 BP, PSUAMS-4239)",5417,50.19,14.158,0,0,0.0036,0,0,0,0.0487,0,0.0012,0,0.1838,0.0243,0.0331,0.0129,0,0,0,0.0032,0,0.0011,0,0.0014,0.0439,0.0001,0,0.0727,0.0228,0,0,0.495,0.0512,0,0,0
4051,I7270,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0,0,0,0,0.0402,0.2488,0.0221,0,0.0021,0.1139,0.0902,0,0,0.0088,0,0,0.0174,0.1179,0,0.0045,0,0.0475,0.0757,0,0.1314,0.0512,0.0269,0,0,0.0013,0,0,0
4052,I7275,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0.0037,0,0,0,0.0517,0.2005,0.0077,0.0012,0,0.1316,0.0475,0.1426,0.0013,0.002,0,0,0.0114,0.0656,0,0,0,0.0744,0.0655,0,0.0817,0,0.074,0,0.0315,0,0,0,0.0054
4053,I7276,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0,0,0,0.0001,0.0416,0.1953,0.0082,0.0017,0,0.1175,0.0693,0.1087,0.0078,0,0,0,0.0067,0.0636,0,0,0,0.0062,0.0776,0,0.1357,0.0503,0.0945,0,0.0041,0.0034,0,0,0.0067
4054,I7279,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0,0,0,0,0,0.0983,0.2705,0.0326,0,0,0.0544,0.0681,0.1738,0.003,0,0.001,0,0,0.0838,0.0028,0.0022,0,0.0353,0.0509,0,0.0277,0.0234,0.0711,0,0,0,0.0003,0,0
4055,I7280,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.19,14.158,0.002,0,0,0,0.0004,0.0813,0.2357,0.0237,0,0,0.0911,0.0964,0.1793,0,0,0,0,0.0013,0.1155,0.002,0.0002,0,0.0211,0.1025,0,0,0.0042,0.0367,0.004,0,0.0004,0,0,0.0017
4056,I7281,Europe,West Europe,Czech Republic,"2340-2146 calBCE (3810¡À20 BP, PSUAMS-4350)",4194,50.044984,14.339296,0,0,0,0.0007,0,0.0639,0.1714,0.0086,0,0,0.1182,0.0774,0.1517,0.0093,0,0,0,0.0071,0.095,0.0008,0,0,0.0187,0.043,0,0.0745,0.0401,0.1125,0,0,0.0036,0.0001,0,0.0029
4057,I7286,Europe,West Europe,Czech Republic,"2403-2199 calBCE (3830¡À20 BP, PSUAMS-4352)",4221,50.410265,14.074597,0.0021,0.0013,0.0026,0.0001,0,0.0405,0.1536,0.0065,0.0008,0,0.1249,0.1098,0.1122,0.0127,0,0,0,0.0006,0.0704,0,0,0,0.0193,0.0361,0,0.0527,0.0558,0.1005,0.0007,0.0379,0.0531,0,0,0.0054
4058,I7287,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.410265,14.074597,0,0,0,0,0.0007,0.0556,0.152,0.0093,0.0005,0,0.1328,0.0611,0.166,0.004,0,0.0032,0,0.0016,0.0731,0.0015,0,0,0.0243,0.0627,0,0.0803,0.0394,0.0883,0,0.0162,0.0234,0,0,0.0039
4059,I7288,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.410265,14.074597,0.0081,0,0,0.0061,0,0.0491,0.1856,0.0232,0,0,0.1632,0.1291,0.0962,0,0,0,0,0.0023,0.024,0.0031,0,0,0,0.0697,0,0.1326,0.0329,0,0,0.0349,0.0226,0,0.0172,0
4060,I7290,Europe,West Europe,Czech Republic,2500-2000 BCE,4200,50.410265,14.074597,0,0.0047,0,0,0.0017,0.0331,0.1871,0.0049,0,0,0.0925,0.0794,0.1138,0,0,0,0.002,0.0015,0.0591,0.0005,0,0,0,0.0371,0,0.1499,0.0459,0.1172,0,0.0306,0.0164,0,0.014,0.0084
4061,I7554,Europe,West Europe,Great Britain,"3368-3102 calBCE (4541¡À32 BP, SUERC-73433 )",5182,58.9863,-3.249,0,0,0.0027,0,0.0004,0.0179,0.0086,0,0.0025,0,0.0263,0.0045,0.0184,0.0077,0,0,0,0,0.0007,0,0,0.0019,0.0153,0.0019,0.001,0.0686,0.028,0.0199,0,0.6759,0.0843,0.0003,0,0.0123
4062,I7568,Europe,West Europe,Great Britain,1600-1300 BCE,3400,52.34,0.03,0,0,0,0,0,0.0569,0.182,0.0094,0.0004,0,0.0906,0.059,0.1389,0.0041,0,0,0,0,0.1014,0,0,0.0007,0.0102,0.0441,0,0.0823,0.0432,0.0959,0,0.0112,0.008,0,0.0493,0.0122
4063,I7569,Europe,West Europe,Great Britain,"1615-1453 calBCE (3266¡À30 BP, SUERC-74472)",3484,52.696301,-0.34,0,0,0,0,0,0.0322,0.2577,0.0091,0,0,0.1344,0.0926,0.1271,0.0117,0,0,0,0.0037,0.0116,0,0,0,0.002,0.0741,0,0.0187,0.0357,0.1208,0,0.0171,0.009,0,0.0377,0.0046
4064,I7570,Europe,West Europe,Great Britain,"1736-1534 calBCE (3347¡À30 BP, SUERC-74471)",3569,52.696301,-0.34,0.0009,0,0,0,0,0.0272,0.1692,0.0074,0,0,0.1103,0.0952,0.1059,0.0094,0.0009,0,0,0,0.1082,0.0003,0,0.0032,0.0282,0.0605,0,0.0442,0.0355,0.0735,0,0,0,0,0.1196,0
4065,I7571,Europe,West Europe,Great Britain,"1489-1260 calBCE (3100¡À40 BP, SUERC-28364)",3306,52.34,0.03,0,0,0,0,0.0003,0.046,0.2251,0.0082,0.0011,0.0016,0.0732,0.0722,0.1178,0,0,0,0,0.0068,0.1385,0.0024,0,0,0,0.0316,0,0.0969,0.0256,0.0956,0,0,0,0,0.0553,0.0014
4066,I7572,Europe,West Europe,Great Britain,"1507-1306 calBCE (3160¡À40 BP, SUERC-28365)",3380,52.34,0.03,0,0,0.0014,0,0.0003,0.0374,0.1578,0.0055,0.0007,0,0.0986,0.0493,0.1719,0.0152,0,0.0037,0,0,0.1312,0,0,0,0,0.0328,0,0.0656,0.04,0.1371,0,0,0,0.0003,0.0395,0.0114
4067,I7573,Europe,West Europe,Great Britain,"1625-1507 calBCE (3306¡À27 BP, SUERC-44496)",3520,52.310608,0.386227,0.0007,0,0,0,0.0011,0.0515,0.2256,0.0082,0,0,0.0573,0.0467,0.1464,0,0,0,0,0,0.0953,0,0,0,0.0185,0.0252,0,0.1306,0.0342,0.0986,0,0,0.006,0.0006,0.0494,0.0036
4068,I7574,Europe,West Europe,Great Britain,"1408-1226 calBCE (3055¡À30 BP, SUERC-38250)",3271,52.17839,0.122544,0,0.0012,0,0,0.0003,0.032,0.2133,0,0,0,0.0734,0.0414,0.14,0.0023,0,0.0016,0,0.0069,0.0823,0,0,0,0.0142,0.0516,0,0.0946,0.0532,0.0687,0,0,0,0.0002,0.1225,0
4069,I7575,Europe,West Europe,Great Britain,"1266-1019 calBCE (2950¡À35 BP, SUERC-25498)",3107,52.122402,-0.511365,0,0,0,0,0,0.0459,0.1892,0.0167,0.0019,0,0.0604,0.0527,0.1155,0.0039,0,0,0,0.0138,0.1179,0,0.0013,0,0.0178,0.0372,0,0.1006,0.0449,0.1113,0.0002,0.015,0.0015,0,0.0519,0
4070,I7576,Europe,West Europe,Great Britain,"1209-1005 calBCE (2900¡À30 BP, SUERC-26285)",3039,52.122402,-0.511365,0,0,0.0006,0,0.0005,0.0277,0.1759,0.0259,0,0,0.0444,0.0766,0.1099,0.0112,0.0033,0.0042,0.0006,0.0014,0.1207,0,0.0013,0.0034,0.0153,0.0103,0,0.1235,0.0209,0.1367,0,0.0191,0.012,0,0.0409,0.0135
4071,I7577,Europe,West Europe,Great Britain,"1386-1123 calBCE (3005¡À35 BP, SUERC-25499)",3198,52.122402,-0.511365,0,0.0009,0,0,0,0.0434,0.2047,0.0097,0.0032,0,0.1005,0.0517,0.1344,0.004,0,0,0,0.0068,0.0841,0.0011,0,0,0.0295,0.0518,0.0039,0.1208,0.053,0.0681,0,0.0017,0.0112,0.0002,0.0066,0.008
4072,I7578,Europe,West Europe,Great Britain,"1256-1013 calBCE (2930¡À35 BP, SUERC-25497)",3080,52.122402,-0.511365,0,0,0,0.0007,0.0001,0.0288,0.184,0,0.0015,0,0.0609,0.07,0.1383,0,0,0.0014,0,0.0043,0.0773,0,0,0,0.0235,0.0691,0,0.098,0.0544,0.105,0,0.015,0.006,0,0.0558,0.0055
4073,I7626,Europe,West Europe,Great Britain,"1399-1130 calBCE (3025¡À35 BP, SUERC-25533)",3231,52.122402,-0.511365,0,0,0,0,0,0.0433,0.2255,0.0221,0.0045,0,0.0719,0.0496,0.1113,0,0,0,0,0.0011,0.1293,0,0,0,0.0348,0.0185,0,0.0964,0.0404,0.0961,0,0,0.0088,0,0.0446,0.0015
4074,I7627,Europe,West Europe,Great Britain,"1412-1222 calBCE (3055¡À35 BP, SUERC-25538)",3268,52.122402,-0.511365,0,0,0,0,0,0.0488,0.1734,0.0121,0,0,0.0686,0.0617,0.0937,0,0,0,0,0.0056,0.1423,0,0.0031,0,0.0044,0.0464,0,0.1348,0.0477,0.1085,0,0,0.0013,0.0004,0.0438,0.0028
4075,I7628,Europe,West Europe,Great Britain,"1212-983 calBCE (2895¡À35 BP, SUERC-25541)",3033,52.122402,-0.511365,0,0,0,0,0.0003,0.0566,0.1599,0.0149,0,0,0.0487,0.0408,0.1331,0,0,0,0,0.0128,0.1156,0,0,0,0.0524,0.0265,0,0.1394,0.0755,0.0908,0,0.0077,0.0204,0.0002,0,0.0042
4077,I7635,Europe,West Europe,Great Britain,"2196-1976 calBCE (3690¡À28 BP, BRAMS-1286)",4030,54.522812,-1.308134,0,0,0.0018,0,0,0.0605,0.143,0.0286,0,0,0.0614,0.0581,0.1064,0.0034,0,0,0,0.0046,0.0954,0.0023,0,0,0.0281,0.0311,0.0024,0.1022,0.0393,0.062,0,0,0.017,0,0.1442,0.008
4078,I7638,Europe,West Europe,Great Britain,"2288-1776 calBCE (3660¡À80 BP, OxA-4357)",3995,51.405327,-1.150767,0,0,0,0,0,0.0464,0.1473,0.0206,0.0024,0,0.0796,0.0634,0.129,0,0,0,0,0,0.1179,0,0,0,0.0182,0.0251,0,0.0603,0.0121,0.1044,0,0,0.0187,0.0002,0.1464,0.0079
4079,I7639,Europe,West Europe,Great Britain,"2033-1635 calBCE (3520¡À70 BP, HAR-3880)",3797,52.276938,0.461902,0,0,0,0,0.0014,0.0757,0.272,0,0,0,0,0.0805,0.1113,0,0,0,0,0.0175,0,0,0,0,0.0122,0.0157,0,0.0683,0,0.1293,0,0,0,0,0.1681,0.0476
4080,I7640,Europe,West Europe,Great Britain,"1434-1278 calBCE (3100¡À30 BP, SUERC-28349)",3307,52.17839,0.122544,0,0,0,0,0.0007,0.0349,0.2169,0.0102,0.0008,0,0.0373,0.073,0.1061,0.004,0.0014,0,0,0.0013,0.1312,0.0023,0,0,0.0179,0.0274,0.0013,0.0958,0.0118,0.0763,0,0,0.0056,0,0.1343,0.0095
4081,I1783,Asia,Central Asia,Turkmenistan,"2276-1985 calBCE (3725¡À35 BP, Poz-83484)",4068,38.21228,62.03443,0.0052,0,0.0028,0,0.0004,0.242,0.0928,0,0.0023,0,0,0.0081,0.0245,0,0.0098,0.0124,0.0063,0.0075,0,0.0036,0,0,0.0134,0.562,0,0,0,0,0,0,0,0,0.0068,0
4082,I0719.SG,America,North America,USA,"1250-1640 calCE (1348¡À82 BP, AA-46416)",505,52.9883684,-168.8205659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,MA826.RISE00.SG,Europe,East Europe,Estonia,"2575-2348 calBCE (3969¡À32 BP, UBA-29064)",4442,59.408,27.026,0,0,0.0138,0,0.0022,0,0.0106,0.021,0.0031,0,0.0978,0.0283,0.6347,0.0565,0,0,0.001,0.0027,0.0395,0.0013,0,0.0016,0.0027,0,0,0,0.0061,0.0058,0,0.0066,0.0142,0.0007,0.0378,0.0096
4084,MA968.MA976.SG,Europe,East Europe,Estonia,"2872-2501 calBCE (4110¡À40 BP, Poz-10824)",4652,59.1,25.37,0,0.0012,0.0122,0,0.0013,0,0,0.0205,0.0071,0,0,0,0.8445,0.0333,0,0.0014,0.0018,0,0.0226,0.0009,0,0.0031,0.0041,0.0009,0,0,0.0032,0,0,0,0,0.001,0.0376,0
4085,CabecoArruda117B.SG,Europe,South Europe,Portugal,3350-2850 BCE,5050,39.110833,-8.663583,0,0.004,0.024,0,0.0036,0,0,0.021,0.0167,0,0.0417,0,0,0.0439,0,0,0,0.0012,0.068,0.0126,0,0.007,0,0,0.0053,0.3034,0.0538,0,0,0.2558,0.0539,0,0.0701,0.0138
4086,CabecoArruda122A.SG,Europe,South Europe,Portugal,3350-2850 BCE,5050,39.110833,-8.663583,0,0,0.0139,0,0,0.0023,0,0.0242,0.0012,0,0.0474,0.0022,0.0009,0.0314,0,0,0,0.0136,0.0638,0,0,0.0036,0.0149,0,0.0011,0.327,0.0606,0,0,0.2593,0.0517,0,0.0539,0.0105
4087,CovaMoura364.SG,Europe,South Europe,Portugal,2500-2000 BCE,4200,38.745044,-9.21522,0,0.0034,0.0196,0,0.0015,0.0028,0,0.0225,0.0111,0,0.0075,0,0,0.0373,0,0,0,0.0084,0.045,0.0094,0.0009,0.0067,0.0482,0,0,0.3128,0.0889,0,0,0.2572,0.048,0.0015,0.0579,0.0084
